data;horario;n_da_ocorrencia;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;caminhao;ilesos;levemente_feridos;moderadamente_feridos;gravemente_feridos;mortos;3
10/04/2021;14:30:00;43;AC02 - Acidente com VITIMA;330,5;Retão;Norte;Choque veículo parado na pista;1;1;0;0;2;0;2
12/05/2021;06:52:00;12;AC02 - Acidente com VITIMA;322,1;Acessos Niterói;Sul;Colisão - Traseira;1;0;2;0;0;0;1
17/05/2021;12:39:00;48;AC03 - Acidente sem VITIMA;322,4;Acessos Niterói;Norte;Choque Praça;1;1;0;0;0;0;1
23/05/2021;18:28:00;86;AC02 - Acidente com VITIMA;321;Acessos Niterói;Norte;Colisão - Traseira;2;0;6;0;0;0;1
28/06/2021;05:29:00;7;AC02 - Acidente com VITIMA;321,9;Acessos Niterói;Norte;Colisão - Traseira;1;3;1;0;0;0;1
28/06/2021;12:01:00;39;AC03 - Acidente sem VITIMA;322,4;Acessos Niterói;Norte;Colisão - Traseira;2;2;0;0;0;0;1
01/07/2021;21:06:38;123;ac03 - Acidente com vítima ilesa;322,05;N03;Sul;Colisão Traseira;1;2;;;;;1
06/07/2021;18:27:12;67;ac03 - Acidente com vítima ilesa;324,04;PT;Norte;Colisão lateral no mesmo sentido;1;2;;;;;1
14/07/2021;14:17:11;57;ac03 - Acidente com vítima ilesa;322,255;PT;Norte;Colisão Traseira;2;2;;;;;1
17/07/2021;18:29:11;109;ac03 - Acidente com vítima ilesa;322,42;PT;Norte;Colisão lateral no mesmo sentido;1;2;;;;;1
30/07/2021;14:14:47;50;ac03 - Acidente com vítima ilesa;322,255;PT;Sul;Colisão lateral no mesmo sentido;1;3;;;;;1
06/08/2021;00:31:22;2;ac02 - Acidente com vítima;324,04;PT;Norte;Colisão lateral no mesmo sentido;1;2;1;;;;1
09/08/2021;22:20:41;144;ac02 - Acidente com vítima;332,32;PT;Sul;Capotamento;1;1;1;;;;1
15/08/2021;20:58:50;69;ac03 - Acidente com vítima ilesa;322,255;PT;Norte;Colisão Traseira;1;3;;;;;1
17/08/2021;10:12:08;21;ac03 - Acidente com vítima ilesa;322,61;PT;Norte;Colisão lateral no mesmo sentido;1;3;;;;;1
24/08/2021;12:15:46;43;ac03 - Acidente com vítima ilesa;321,6;N03;Sul;Colisão lateral no mesmo sentido;1;6;;;;;1
30/08/2021;19:17:49;108;ac03 - Acidente com vítima ilesa;333,14;PT;Norte;Colisão Traseira;2;3;;;;;1
06/09/2021;06:59:05;8;ac03 - Acidente com vítima ilesa;325,088;PT;Norte;Colisão Traseira;1;2;;;;;1
14/09/2021;11:23:03;46;ac03 - Acidente com vítima ilesa;333,46;PT;Norte;Colisão lateral no mesmo sentido;2;4;;;;;1
16/09/2021;17:00:42;83;ac02 - Acidente com vítima;322,61;PT;Sul;Colisão lateral no mesmo sentido;1;7;1;;;;1
18/09/2021;18:30:23;76;ac03 - Acidente com vítima ilesa;327,28;PT;Sul;Colisão lateral no mesmo sentido;1;4;;;;;1
21/09/2021;06:34:51;15;ac02 - Acidente com vítima;333,14;PT;Norte;Choque - Veículo parado na pista;1;1;;1;;;2
22/09/2021;20:20:02;83;ac03 - Acidente com vítima ilesa;322,42;PT;Sul;Colisão lateral no mesmo sentido;1;3;;;;;1
